ts,open,high,low,close
1788335400,4368.60009765625,4368.60009765625,4366.89990234375,4367.60009765625
1788335460,4367.89990234375,4369.39990234375,4367.7998046875,4368.7998046875
1788335520,4368.7998046875,4369.0,4367.7001953125,4367.7001953125
1788335580,4368.2001953125,4369.7998046875,4368.2001953125,4369.0
1788335640,4369.0,4370.10009765625,4368.60009765625,4369.0
1788335700,4369.10009765625,4369.2998046875,4367.39990234375,4369.2998046875
1788335760,4369.2001953125,4370.5,4368.7998046875,4369.2001953125
1788335820,4369.39990234375,4369.89990234375,4368.5,4368.7001953125
1788335880,4369.60009765625,4370.7998046875,4369.2998046875,4370.39990234375
1788335940,4370.5,4370.7001953125,4369.7001953125,4369.7998046875
1788336000,4370.10009765625,4370.7998046875,4368.7998046875,4370.0
1788336060,4370.89990234375,4372.0,4370.39990234375,4371.60009765625
1788336120,4371.7998046875,4372.7001953125,4369.89990234375,4370.10009765625
1788336180,4370.2001953125,4372.39990234375,4370.0,4372.2001953125
1788336240,4372.2998046875,4374.2998046875,4372.2001953125,4374.2001953125
1788336300,4374.10009765625,4374.2001953125,4370.7998046875,4370.7998046875
1788336360,4371.10009765625,4372.2001953125,4369.39990234375,4370.2998046875
1788336420,4370.7998046875,4373.2998046875,4370.7998046875,4372.39990234375
1788336480,4372.89990234375,4376.2001953125,4372.7001953125,4375.5
1788336540,4375.39990234375,4376.89990234375,4375.2001953125,4376.5
1788336600,4376.7998046875,4378.39990234375,4376.60009765625,4377.7998046875
1788336660,4377.89990234375,4377.89990234375,4373.5,4373.7001953125
1788336720,4373.60009765625,4374.2998046875,4373.39990234375,4374.10009765625
1788336780,4373.7001953125,4373.7001953125,4372.39990234375,4373.2001953125
1788336840,4373.10009765625,4373.7001953125,4371.39990234375,4372.2001953125
1788336900,4371.89990234375,4374.2001953125,4371.89990234375,4373.5
1788336960,4373.5,4373.89990234375,4371.60009765625,4372.60009765625
1788337020,4372.7998046875,4373.10009765625,4371.60009765625,4372.0
1788337080,4372.39990234375,4374.0,4372.39990234375,4373.60009765625
1788337140,4373.60009765625,4373.7001953125,4371.7001953125,4371.89990234375
1788337200,4372.2998046875,4372.7001953125,4371.89990234375,4371.89990234375
1788337260,4372.0,4372.2001953125,4370.7998046875,4371.60009765625
